text,Date,Open,High,Low,Close,Volume,SMA_5,SMA_30,EMA_12,EMA_26,MACD,MACD_signal,MACD_hist,RSI_14,BB_upper,BB_lower,BB_width,BB_pct,Stoch_%K,Stoch_%D,ATR_14,OBV,ROC_10,Close_lag1,Close_lag5,Volume_lag1,Return_1d,Volatility_5d,Volatility_21d,Volatility_63d,MA_ratio_3,Return_7d,MA_ratio_7,Return_14d,MA_ratio_14,MA_ratio_21,RSI_9,RSI_50,DayOfWeek,DayOfMonth,Month,Quarter,WeekOfYear,MonthEnd,Future_Close,Weekly_Return,label
"VTI traded at $-1.23 on January 01, 1970. Day range: $-1.24 to $-1.24. RSI indicates the stock may be oversold. Outlook: Slight upward movement may continue.",1970-01-01 00:00:00.000000063,-1.2459970032592957,-1.2377220885980862,-1.2428815191809104,-1.233195132330805,-0.5757850170202926,-1.2406230787669956,-1.2352023566061119,-1.2407181241795673,-1.2412861443138452,-0.2787011764601774,-0.2672938369146349,-0.09119133988870572,-0.2869864625879658,-1.2617432704128972,-1.2154045429724194,-0.600986603867565,0.16757152034205164,-0.19143923463563423,-0.7450852715885294,-0.8219255070501531,-0.8434023250691345,-0.4758054781368036,-1.243924191343072,-1.2500043668786451,-0.649514164281348,-0.340123066066133,-0.08614231078958012,-0.0973650838541924,-0.2320851974179211,0.6350242495444125,0.31966430103762977,0.3913287595780782,-0.09328956333997003,-0.021944242098026163,0.051159859435377875,-0.7195421721727404,-0.22385251564030142,0.0,0.0,0.0,0.0,0.0,0.0,91.60616302490234,0.005178758025647582,1
"VTI remained stable $-1.24 on January 01, 1970. Day range: $-1.23 to $-1.24. RSI indicates the stock may be oversold. Outlook: Slight upward movement may continue.",1970-01-01 00:00:00.000000064,-1.2330274850185443,-1.2357707191044758,-1.2280153135905405,-1.238625252309892,-0.6791234406492414,-1.2420135587248116,-1.2357084047940379,-1.2403295064719877,-1.2410049633114029,-0.2753932326428592,-0.2726037416622133,-0.06548727310635621,-0.3381770875667196,-1.2613880960037749,-1.2151346333966926,-0.599730962983164,-0.12912584898975799,-0.5230490708252599,-0.571704710674845,-0.820375482335051,-0.8611453822437192,-0.5240774280458464,-1.232752097062513,-1.2294050168476938,-0.5753936317072359,0.3265639766570641,-0.38347835807980046,-0.1813928084307638,-0.28256558231408135,-0.05211372492224484,0.26936548706725655,0.05350615175013753,-0.129257737026107,-0.1860277093610602,-0.08876354283005954,-0.6449356444338813,-0.2014010727230573,0.0,0.0,0.0,0.0,0.0,0.0,91.74102020263672,0.01002101991747425,1
"VTI decreased $-1.23 on January 01, 1970. Day range: $-1.23 to $-1.24. RSI indicates the stock may be oversold. Trading volume was significantly lower than previous day. Outlook: Slight upward movement may continue.",1970-01-01 00:00:00.000000065,-1.2349885895662605,-1.23742233782688,-1.2287744001702006,-1.2316869553204945,-0.43930896371259864,-1.2390510307835145,-1.2361066188514376,-1.238926514270542,-1.240223302836489,-0.25646387980710833,-0.2727939917215051,-0.006044742521637182,-0.6037906435466479,-1.2618191741160696,-1.2107306689940944,-0.6632520738714123,0.1699270049883699,-0.09933697294341651,-0.29302863886137315,-0.8926510164529393,-0.8391952914006408,-0.23470957583121912,-1.2381867895144694,-1.2442488617240592,-0.6787239752613798,0.26014040848197256,-0.6350113184882427,-0.17954784064197837,-0.2997235219853779,0.15297418967680268,0.3261115998941718,0.22188292513342886,-0.313407869348277,0.028334998096129927,0.057927865656424576,0.36401317935266786,-0.19778025293620077,0.0,0.0,0.0,0.0,0.0,0.0,92.20458221435547,0.010810469926574418,1
"VTI remained stable $-1.23 on January 01, 1970. Day range: $-1.23 to $-1.23. RSI indicates the stock may be oversold. Outlook: Slight upward movement may continue.",1970-01-01 00:00:00.000000066,-1.2319724590338732,-1.2332199208625554,-1.228470977484737,-1.225954790294164,-0.5617142696490101,-1.2343351331197672,-1.2362903622910002,-1.2368519341410065,-1.2390688579504696,-0.22843199032077513,-0.2669373090140033,0.06416409143668353,-0.33233644183175437,-1.2625236548900398,-1.20531086562196,-0.7435736399527122,0.44689363459461307,0.2507183320432383,-0.13378860144691185,-0.8786020346462737,-0.8193925406591893,0.35527600968198836,-1.2312426500805465,-1.2472782625932564,-0.43892824951954795,0.36408482787696494,-0.705055144499227,-0.30357688168155406,-0.3200496959015679,0.40303530105779833,-0.009138472558348456,0.4283823040395969,-0.13121542170536019,0.18434478226878442,0.142588783186168,0.626292438054027,0.10862421730012393,0.0,0.0,0.0,0.0,0.0,0.0,92.16241455078125,0.006813207951948656,1
"VTI decreased $-1.22 on January 01, 1970. Day range: $-1.21 to $-1.23. RSI indicates the stock may be oversold. Outlook: Mild bearish pressure in the short term.",1970-01-01 00:00:00.000000067,-1.2218687464055247,-1.2266164687708094,-1.2148188312403272,-1.218261926880233,-0.4638817906436067,-1.229105344581269,-1.236178019658018,-1.233905539130074,-1.2374219255931498,-0.18883995588773628,-0.253765061062324,0.1491025760119101,-0.4744458200046268,-1.2600697015343834,-1.2045494373556431,-0.7203629531140026,0.78491411170464,0.7205107466395401,0.31407100061217824,-0.9075500591635434,-0.7978735276707483,0.5621003873227066,-1.2255056582420705,-1.2421283908069716,-0.561323984533608,-0.39377509760688123,-0.6931243330361998,-0.3005771496901132,-0.36880326170188216,0.46911892433300967,0.49748836908673394,0.5807737712737813,-0.2250481098343872,0.4088552877108722,0.2625619200788294,0.6879717617489125,0.49140319919515024,0.0,0.0,0.0,0.0,0.0,0.0,91.0920639038086,-0.009530462638695046,0
"VTI increased $-1.22 on January 01, 1970. Day range: $-1.21 to $-1.22. RSI indicates the stock may be oversold. Trading volume was significantly lower than previous day. Outlook: Slight upward movement may continue.",1970-01-01 00:00:00.000000068,-1.2193049334365764,-1.2224139746989873,-1.214515214820851,-1.2247481121375219,0.10644230661196763,-1.2274125066557702,-1.236087008021782,-1.232416603203424,-1.236384326586558,-0.17497765936014067,-0.2402557571737104,0.15301601530808373,-0.5598196411959561,-1.2600558812788936,-1.2009155390694393,-0.7675000336814227,0.3347218433327977,0.4306900752998836,0.5049566335934146,-0.8958504499621479,-0.8293976609077945,0.35487424967570574,-1.2178063169953501,-1.2309194430539163,-0.46349915509088363,0.08121387097144345,-0.6344240618467987,-0.3549795687718265,-0.3794467191042874,-0.1917828360361002,0.42050564040817334,0.15978061171465477,-0.28198664472119056,0.23442944693253637,0.08332795960089852,-0.09960467677842497,0.24148167190140293,0.0,0.0,0.0,0.0,0.0,0.0,91.83372497558594,0.002484133634346556,1
"VTI remained stable $-1.22 on January 01, 1970. Day range: $-1.22 to $-1.23. RSI indicates the stock may be oversold. Trading volume was significantly lower than previous day. Outlook: Slight upward movement may continue.",1970-01-01 00:00:00.000000069,-1.2250352973925844,-1.2291675383968887,-1.2220997157828422,-1.2223344827274496,-0.9458048881100359,-1.2241477302075439,-1.2362549416460673,-1.2307830650404987,-1.2352422391545517,-0.15988038901534657,-0.22621208100526355,0.15922042605873216,-0.28758364684980975,-1.2586568992269842,-1.2006102538605998,-0.752600749007747,0.41683105852570107,0.5843622565166398,0.6251162215324318,-0.89475045460216,-0.816332961114139,0.010588949140726731,-1.2242979639931217,-1.2363720629672577,0.10678034828366417,0.39544770421494607,-0.7366439816429714,-0.37823532503532725,-0.390552328375737,-0.10120745911327457,0.35776202109305316,0.12866803256409887,-0.10740933874959399,0.2921571572613166,0.09769233069438413,0.7494582586191401,0.5925190526209257,0.0,0.0,0.0,0.0,0.0,0.0,91.80845642089844,0.0007350715973374424,1
"VTI decreased $-1.21 on January 01, 1970. Day range: $-1.21 to $-1.22. RSI indicates the stock may be oversold. Outlook: Mild bearish pressure in the short term.",1970-01-01 00:00:00.000000070,-1.2162885788705233,-1.2185114512838182,-1.2081438107081108,-1.214037802315819,-0.9194987082419859,-1.220610724864168,-1.2359131093019402,-1.2281163786406775,-1.2335613812028918,-0.1297413416861112,-0.20851656944664165,0.20162061710432763,0.7229525538225477,-1.2560389115593114,-1.2004137355744064,-0.7198880222908456,0.7919583633233891,0.8823917125132318,0.6834165493002885,-0.9466607740428744,-0.8028067754843986,0.44678676275622015,-1.2218823021684737,-1.2294050168476938,-0.9453845707876388,-0.08810696279519484,-0.7175522009121872,-0.4452783102197628,-0.3889984339770165,0.41482731011062873,0.29044641947862576,0.3602269147784663,0.4347069170878627,0.44833374658520275,0.2611793572782749,1.124014451254935,0.49546748552170844,0.0,0.0,0.0,0.0,0.0,0.0,92.19615936279297,-9.134959847135053e-05,0
"VTI remained stable $-1.21 on January 01, 1970. Day range: $-1.21 to $-1.22. RSI indicates the stock may be oversold. Outlook: Slight upward movement may continue.",1970-01-01 00:00:00.000000071,-1.2164397305406491,-1.2194124620578262,-1.2084476940819013,-1.2147925052887465,-0.9308164833014958,-1.2183737301654427,-1.2353731155586025,-1.225976792048585,-1.232061735719618,-0.11007950167464317,-0.19014547137426183,0.20946461722772658,0.8220920082952862,-1.2546373091370873,-1.20093796412133,-0.6942116716358928,0.6813124741733302,0.7999772828405595,0.8164128229752058,-0.9730797500223002,-0.8161344148823351,0.4906065225358083,-1.213578635475465,-1.2236491003505439,-0.9190804478108563,-1.0671403718910641,-0.7090200640403269,-0.4487740541235909,-0.39617362174750986,0.1093765503351368,0.3965137815748263,0.1861144308763039,0.4746047022031943,0.3404329181965697,0.21261714918790967,0.9764256792226217,0.2070151148982985,0.0,0.0,0.0,0.0,0.0,0.0,92.48270416259766,0.003475273660933954,1
"VTI surged strongly $-1.23 on January 01, 1970. Day range: $-1.23 to $-1.23. RSI indicates the stock may be oversold. Trading volume was significantly lower than previous day. Outlook: Slight upward movement may continue.",1970-01-01 00:00:00.000000072,-1.2244319515932358,-1.2318688247824148,-1.2304426676667974,-1.233949289110157,-0.33597054008364996,-1.221517579845709,-1.2355682897859295,-1.2271321560242219,-1.2321125165896927,-0.14341239893790442,-0.18259379344359633,0.08384409165708495,0.05007114158589391,-1.2548510183459691,-1.2011228100446039,-0.6946812840026606,-0.4142319111937656,-0.4751429848314156,0.43483922345425513,-0.9179261360317831,-0.8398973580311185,0.031814748970100025,-1.2143339739516377,-1.2159243612282107,-0.9303973379287743,0.6665184816383453,-0.35698385159930934,-0.43922364210988923,-0.3896593830597156,-1.0355596558942477,-0.18730202810554936,-0.5980328594214808,0.0968307513163426,-0.24390958145297534,-0.21919018745651858,-0.3885969824112598,-0.0076428019443709454,0.0,0.0,0.0,0.0,0.0,0.0,92.58384704589844,0.016376653224864212,1
