text,Date,Open,High,Low,Close,Volume,SMA_5,SMA_30,EMA_12,EMA_26,MACD,MACD_signal,MACD_hist,RSI_14,BB_upper,BB_lower,BB_width,BB_pct,Stoch_%K,Stoch_%D,ATR_14,OBV,ROC_10,Close_lag1,Close_lag5,Volume_lag1,Return_1d,Volatility_5d,Volatility_21d,Volatility_63d,MA_ratio_3,Return_7d,MA_ratio_7,Return_14d,MA_ratio_14,MA_ratio_21,RSI_9,RSI_50,DayOfWeek,DayOfMonth,Month,Quarter,WeekOfYear,MonthEnd,Future_Close,Weekly_Return,label
"AMD traded at $-1.09 on January 01, 1970. Day range: $-1.09 to $-1.10. RSI indicates the stock may be oversold. Outlook: Slight upward movement may continue.",1970-01-01 00:00:00.000000063,-1.094155287198812,-1.095543556336438,-1.093124047683433,-1.094750842434128,-1.406393784445081,-1.0941256510125572,-1.0853486612303318,-1.0931368138364668,-1.0901564953312826,-0.16807067894888622,-0.18225015901425703,0.004903699948911117,-0.5442453073136443,-1.0935304907705325,-1.0786191740736233,-1.023164315458353,-0.6916574671746214,0.0015457335991297103,-0.07229854762300286,-1.0718035554251089,-1.6100113445005442,-0.5139302924539875,-1.0940649110679348,-1.0899561259085315,-1.4366304941374597,-0.060555188055721236,-1.3173166596538175,-1.1391064107498372,-0.12342508144366506,0.031828727355110935,0.11952559709671343,-0.028892454908519535,-0.3955218964474633,-0.2859861021155474,-0.45469095174441027,-1.0880826383376871,0.07042107759755553,0.0,0.0,0.0,0.0,0.0,0.0,2.7799999713897705,0.029629600849335268,1
"AMD remained stable $-1.09 on January 01, 1970. Day range: $-1.09 to $-1.10. RSI indicates the stock may be oversold. Outlook: Mild bearish pressure in the short term.",1970-01-01 00:00:00.000000064,-1.0937726561323295,-1.0953556952951997,-1.092928617870663,-1.094750842434128,-1.473882136350651,-1.0941256510125572,-1.085580329636719,-1.093208720393541,-1.0902795738897924,-0.16707989691847203,-0.18237835554844037,0.008392503471089247,-0.6108046788287984,-1.0940936940979835,-1.0784176127247493,-1.1499000960639447,-0.644516837801143,0.0015457335991297103,-0.03554421269308433,-1.0721068527977446,-1.6100113445005442,-0.6350856543616689,-1.0938733073385982,-1.0903393945134667,-1.405368449371969,0.0394532618626863,-1.3713826052154645,-1.1628083957501258,-0.12386460496561935,-0.01462519477356603,0.03726561809618515,-0.08371407399472137,-0.42210701069534023,-0.2605349324169686,-0.41291979768932574,-0.8531242042264088,0.11164269622056405,0.0,0.0,0.0,0.0,0.0,0.0,2.6700000762939453,-0.011111100318500725,0
"AMD remained stable $-1.09 on January 01, 1970. Day range: $-1.09 to $-1.10. RSI indicates the stock may be oversold. Outlook: Mild bearish pressure in the short term.",1970-01-01 00:00:00.000000065,-1.094155287198812,-1.0953556952951997,-1.093124047683433,-1.0945592521190335,-1.5122971788158317,-1.0940105830753557,-1.085837738960102,-1.0932399757349154,-1.0903792156534458,-0.16574929118740842,-0.18219499437068992,0.012037938407515898,-0.43747298271496843,-1.0947357841496375,-1.0780758335606964,-1.3128165745541178,-0.4802870659142519,0.10414126052246402,0.03796445716675198,-1.0733200422882867,-1.6079697897426133,-0.4511250791174204,-1.0938733073385982,-1.0907226631184022,-1.4728296696794267,0.03908422734927242,-1.4984095197004965,-1.1624165909398287,-0.12699906600568525,0.03148547315052886,-0.20208527773887963,0.0037335372715970178,-0.34136989943098506,-0.1945216739908669,-0.3298659125015719,1.0308152351708781,-0.1635327100844084,0.0,0.0,0.0,0.0,0.0,0.0,2.700000047683716,-0.0036900333293332973,0
"AMD remained stable $-1.09 on January 01, 1970. Day range: $-1.09 to $-1.10. RSI indicates the stock may be oversold. Outlook: Strong bullish trend expected in the next week.",1970-01-01 00:00:00.000000066,-1.093963971665571,-1.0951678342539612,-1.092928617870663,-1.0943676618039389,-1.4354560320346414,-1.0938955151381546,-1.086082277824987,-1.0932368338937741,-1.090457156681121,-0.16416760541430986,-0.1817084353504856,0.015585557244071884,-0.3161407953312881,-1.0950403745407098,-1.0779574142820583,-1.3838738076283903,-0.27680347411022854,0.20673678744579807,0.1114731270265888,-1.0730167449156511,-1.604623874430443,0.1099319050943553,-1.0936817036092616,-1.0905310288159344,-1.51122926856858,0.3365371894564094,-1.4987914425012587,-1.1574972091758666,-0.1359799616081485,0.07736927453931872,-0.08440919205298662,0.05820748229094882,-0.2868226327416266,-0.13573559128845067,-0.25007287457475313,0.951356563432525,-0.32337667972989986,0.0,0.0,0.0,0.0,0.0,0.0,2.869999885559082,0.05514700565113384,1
"AMD remained stable $-1.09 on January 01, 1970. Day range: $-1.09 to $-1.09. RSI indicates the stock may be oversold. Outlook: Significant downward pressure expected.",1970-01-01 00:00:00.000000067,-1.0930073939993645,-1.0946042511302463,-1.0921468986195833,-1.0936013005435605,-1.4615288144377603,-1.0936270232846848,-1.0862882053143788,-1.0931158207389773,-1.0904720448409533,-0.16150493311679753,-0.1807470374221856,0.021141492078753436,-0.44802360804201485,-1.0950403745407098,-1.0779574142820583,-1.3838738076283903,0.3203099611542604,0.6171188951391353,0.33199913660609826,-1.0730167449156511,-1.6017205385217628,0.17495345485724223,-1.093490099879925,-1.0905310288159344,-1.4344190133865187,0.13511352243811645,-1.3194387285717786,-1.1921590674287235,-0.13436619511507297,0.3509963575910236,0.15386880381024273,0.2749546299529278,-0.33941464864325077,0.08504015553888798,-0.06981032383219826,0.6335218770750558,-0.0918313236136468,0.0,0.0,0.0,0.0,0.0,0.0,2.5799999237060547,-0.06521741571708836,0
"AMD remained stable $-1.09 on January 01, 1970. Day range: $-1.09 to $-1.09. RSI indicates the stock may be oversold. Outlook: Significant downward pressure expected.",1970-01-01 00:00:00.000000068,-1.092624762932882,-1.0942285290477696,-1.0921468986195833,-1.0932181199133713,-1.400503348878827,-1.093320175452148,-1.0865005680330195,-1.0929542476556948,-1.0904571904449385,-0.15862720876622993,-0.17935955833044093,0.026126928482601782,-0.5918957673246608,-1.0949754626763162,-1.0779731573218858,-1.3701528621305528,0.5802782988629662,0.8223099489858035,0.589279481115526,-1.0724101501703802,-1.5977813095608115,0.0014418868697756708,-1.092723684962579,-1.0903393945134667,-1.4604813140363593,-1.1289908159698983,-1.3197146523304821,-1.2664881469408271,-0.13447798326679938,0.302119658598884,0.19215857415590804,0.3272606273270244,-0.3909121501779625,0.21071540403106706,0.008524973255992607,1.4281085798580375,-0.00781011146874615,0.0,0.0,0.0,0.0,0.0,0.0,2.490000009536743,-0.10431653411422566,0
"AMD remained stable $-1.10 on January 01, 1970. Day range: $-1.09 to $-1.09. RSI indicates the stock may be oversold. Outlook: Significant downward pressure expected.",1970-01-01 00:00:00.000000069,-1.0924334473996409,-1.0944163900890078,-1.0937103371217427,-1.0953256133794118,-1.2629879503025128,-1.0934352433893493,-1.0868480707193147,-1.093143007322877,-1.090600954885115,-0.15952374155646282,-0.17844222057142742,0.02062595844158266,-0.8936820070194111,-1.0950171994492235,-1.0781146863270845,-1.3558114112535689,-0.9454989329168855,-0.040252226035462246,0.5007969010486201,-1.0708936633072024,-1.6040548303565034,-0.2944546192293069,-1.0923404775039058,-1.0903393945134667,-1.3994803818725883,0.24284122973383487,-0.5151362174432347,-1.1128962886750875,-0.09777701548164032,-0.9742026737522916,-0.2419885011526673,-0.48467868391440844,-0.5556487715350257,-0.31305022502471525,-0.4287652102052669,-0.27457720452254925,-0.160458388839414,0.0,0.0,0.0,0.0,0.0,0.0,2.3499999046325684,-0.11985024813390587,0
"AMD remained stable $-1.09 on January 01, 1970. Day range: $-1.09 to $-1.10. RSI indicates the stock may be oversold. Outlook: Significant downward pressure expected.",1970-01-01 00:00:00.000000070,-1.0937726561323295,-1.0953556952951997,-1.0937103371217427,-1.094750842434128,-1.209965733818105,-1.0934735993684164,-1.087131221113121,-1.0932139610358882,-1.0906911105137111,-0.15915638044854652,-0.1776294124041447,0.019402891860368084,0.3561051047377245,-1.0951075757959068,-1.0781533141145876,-1.365678312156592,-0.4704952285926091,0.3245318193402177,0.39597904297460546,-1.0751398337552798,-1.5968812697959502,-0.12876476016132954,-1.094448118526608,-1.0901477602109992,-1.262020267095968,1.639588460557207,-0.47686580161813064,-1.1007026719058546,-0.09785628371102474,-0.29095478540339026,-0.16305266927838075,-0.2572083762625423,-0.03151812617475632,-0.1836168877569599,-0.29347209004692776,-0.057423072944457344,-0.30188300671828755,0.0,0.0,0.0,0.0,0.0,0.0,2.2799999713897705,-0.1555555810653619,0
"AMD remained stable $-1.09 on January 01, 1970. Day range: $-1.09 to $-1.09. RSI indicates the stock may be oversold. Trading volume was significantly lower than previous day. Outlook: Significant downward pressure expected.",1970-01-01 00:00:00.000000071,-1.093390025065847,-1.091598469991472,-1.092733188057893,-1.09149380707752,-0.8411663926537507,-1.0928982596824097,-1.0872470553930285,-1.092770991429268,-1.090531150249458,-0.15359225945923705,-0.1757835565610462,0.03149024500286865,1.037179757185653,-1.0946744756172646,-1.0784302788412334,-1.2478761911919847,1.5998492165432057,0.7991407099158823,0.3876787788365444,-1.073016752146831,-1.583447426389619,0.40158247680615833,-1.0938733073385982,-1.0899561259085315,-1.2090193665487263,-2.7890111173256193,0.23917998982207847,-0.77417162438742,-0.018742151746092884,1.622375308142864,0.5054168871374634,0.8392119347580514,0.39306723168737995,0.6089463398970008,0.3871149455128968,0.9116272411954903,-0.14086996095356902,0.0,0.0,0.0,0.0,0.0,0.0,2.3299999237060547,-0.18815330431549276,0
"AMD increased $-1.10 on January 01, 1970. Day range: $-1.10 to $-1.10. RSI indicates the stock may be oversold. Trading volume was significantly lower than previous day. Outlook: Significant downward pressure expected.",1970-01-01 00:00:00.000000072,-1.0968337092255118,-1.098361476433974,-1.0976189380365557,-1.0970499307831363,-0.1617475147583067,-1.0935886682200964,-1.0875044648698393,-1.0932542430836243,-1.0907983153083758,-0.15785522885386266,-0.17522289184787848,0.01645264373164452,-0.7457230819196748,-1.0945347984077276,-1.0789457500564512,-1.144159389949519,-1.6842176053303457,-0.8715657830171999,0.08986485047765379,-1.065434310599763,-1.608414246869495,-0.5601212358743244,-1.0906160439398769,-1.089189588698661,-0.8403682897177864,-1.0024952841024655,1.5221357393752841,-0.1303164421827891,0.16242660512482213,-1.9468876938456812,-0.6723499244495887,-1.2081025872982862,-0.6193327179689111,-0.8316162047529864,-0.7754319085063828,-0.581729050407687,-0.8759258942171197,0.0,0.0,0.0,0.0,0.0,0.0,2.299999952316284,-0.10852712390299728,0
