text,Date,Open,High,Low,Close,Volume,SMA_5,SMA_30,EMA_12,EMA_26,MACD,MACD_signal,MACD_hist,RSI_14,BB_upper,BB_lower,BB_width,BB_pct,Stoch_%K,Stoch_%D,ATR_14,OBV,ROC_10,Close_lag1,Close_lag5,Volume_lag1,Return_1d,Volatility_10d,DayOfWeek,Future_Close,Weekly_Return,label
"MS traded at $-1.01 on January 01, 1970. Day range: $-1.00 to $-1.01. RSI indicates the stock may be oversold. Outlook: Mild bearish pressure in the short term.",1970-01-01 00:00:00.000000029,-1.006298319531603,-1.0113564215259208,-1.004326228355994,-1.0108975095366297,-0.4288924108023303,-1.022719999176634,-1.0469612784243165,-1.0397671593434104,-1.0409011420709515,-0.24771919540907752,-0.5168912386940426,0.7426212722795767,0.5768729177724159,-1.067798337037562,-1.0432445860433304,-0.32615197196058654,1.243092948480455,1.044948933287327,1.3073277194354052,-1.128877901587118,-1.4681029703011075,1.301031236461452,-1.0071763339309319,-1.0376614050947779,-0.400192932495307,-0.2043128980993102,-0.5891065833717765,0.0,27.55565071105957,-0.013866121911048686,0
"MS remained stable $-1.01 on January 01, 1970. Day range: $-1.01 to $-1.02. RSI indicates the stock may be oversold. Trading volume was significantly higher than previous day. Outlook: Mild bearish pressure in the short term.",1970-01-01 00:00:00.000000030,-1.0148550239184246,-1.0164400508100586,-1.0083594824713007,-1.0069028509330875,-0.6680170992487922,-1.0153375585640352,-1.0485954596967284,-1.0348847477790828,-1.0385867496185326,-0.19165264812717647,-0.45430010197886295,0.7348441407198748,0.8843446914248047,-1.0605786718438297,-1.0448627823132224,-0.2094732601821644,1.153073989262311,1.1774240993953082,1.2875400000012531,-1.140618731989377,-1.4272769350940313,1.0528308398884536,-1.010604002026541,-1.0422519609456962,-0.4292106716243468,0.152188865510104,-0.6340656348991512,0.0,27.912734985351562,-0.004875151009730311,0
"MS surged strongly $-1.02 on January 01, 1970. Day range: $-1.02 to $-1.02. RSI indicates the stock may be oversold. Outlook: Slight upward movement may continue.",1970-01-01 00:00:00.000000031,-1.0065835031563315,-1.0178522516070516,-1.0161380072373631,-1.0225956051226295,-0.482523821648321,-1.014135814688386,-1.049590395018677,-1.0331901673831305,-1.037631395678446,-0.17543779579856292,-0.40075948161997066,0.628161993016368,1.0420878043421737,-1.057145823059208,-1.0434533754170627,-0.1825511987292553,0.6295284051847367,0.6570041025255066,1.025700650874375,-1.157729739895298,-1.4737800237542136,0.48705651625046775,-1.0066047810150165,-1.0270459292610914,-0.6683764863525382,-0.7924736819260695,-0.5095368661431884,0.0,27.79876708984375,0.006048970075024182,1
"MS remained stable $-1.02 on January 01, 1970. Day range: $-1.02 to $-1.03. RSI indicates the stock may be oversold. Trading volume was significantly higher than previous day. Outlook: Mild bearish pressure in the short term.",1970-01-01 00:00:00.000000032,-1.0242677401517182,-1.0283023582738762,-1.0181546856816697,-1.0237368338218895,-0.8531376640452861,-1.014364715547107,-1.0495757083636212,-1.0319334958421933,-1.0368331750229327,-0.16532792337615612,-0.35576488635327247,0.5274264907231798,0.8352667029173022,-1.0543345595425402,-1.0414012380094069,-0.17223768500252168,0.5254054078674825,0.6191574486543577,0.8738880385337944,-1.1733530720045666,-1.508940412447229,0.5997951290557958,-1.0223154583249259,-1.0210212253621034,-0.4828513063632209,-0.09561311413610708,-0.5627289508664709,0.0,27.39611053466797,-0.007431761612555099,0
"MS decreased $-1.01 on January 01, 1970. Day range: $-1.02 to $-1.02. RSI indicates the stock may be oversold. Trading volume was significantly lower than previous day. Outlook: Mild bearish pressure in the short term.",1970-01-01 00:00:00.000000033,-1.0259788007273971,-1.0212412934838029,-1.024780716577556,-1.0120383800797574,0.15969957253122896,-1.01528026151253,-1.049666663933081,-1.0290536820822689,-1.0352087619301764,-0.13779033007601396,-0.3138800159061185,0.49077088904743627,1.3886644336155392,-1.0502267765410391,-1.0420130878474247,-0.11054992283062581,0.7518979512667948,1.0071141569751383,0.8131653651138061,-1.1495464146979784,-1.442781967082178,0.7132247499686661,-1.0234579904524495,-1.0058156258450588,-0.8535288894362085,0.5299352013364198,-0.5425413554532689,0.0,27.190980911254883,-0.025857518959552045,0
"MS increased $-1.03 on January 01, 1970. Day range: $-1.02 to $-1.03. RSI indicates the stock may be oversold. Trading volume was significantly lower than previous day. Outlook: Mild bearish pressure in the short term.",1970-01-01 00:00:00.000000034,-1.0168517204819942,-1.0288671431193654,-1.0152737954432853,-1.0254488201332324,-0.5504360178256509,-1.0181988767675045,-1.0507492596162642,-1.028699221408446,-1.034719555957328,-0.14057247948901064,-0.28096711047959244,0.385014658149474,0.8330658851070866,-1.0480887803549046,-1.0406730763465843,-0.10001088256251311,0.3535662655025599,0.28676964670486116,0.6811611753985629,-1.1599608147015594,-1.4872065913753285,0.0865711820053273,-1.0117461755888726,-1.0092583446564491,0.1594825417406558,-0.6861957256553787,-0.6412772778999076,0.0,27.53286361694336,-0.0008269481405157037,0
"MS decreased $-1.01 on January 01, 1970. Day range: $-1.01 to $-1.02. RSI indicates the stock may be oversold. Trading volume was significantly lower than previous day. Outlook: Mild bearish pressure in the short term.",1970-01-01 00:00:00.000000035,-1.0256936187898171,-1.0170047604694938,-1.013256874664964,-1.0120383800797574,-0.25407048927362913,-1.019228930631748,-1.0507819672468643,-1.0263169883306367,-1.0332517072398015,-0.12044073166053221,-0.25033140723559405,0.3581723421949371,0.7785981265272331,-1.0444097457362878,-1.0395087060559336,-0.06721480658916457,0.6170633054068511,0.8529993691840801,0.7645356770304043,-1.1540087219805233,-1.4337116494458069,0.37606057865405185,-1.0251719320698116,-1.0052415632694416,-0.5507751825395129,0.614432152549979,-0.6058559819775711,0.0,27.213773727416992,-0.025040944869837406,0
"MS remained stable $-1.02 on January 01, 1970. Day range: $-1.00 to $-1.02. RSI indicates the stock may be oversold. Trading volume was significantly higher than previous day. Outlook: Significant downward pressure expected.",1970-01-01 00:00:00.000000036,-1.0131437796623677,-1.0195468912771937,-1.0034618771617547,-1.0163184891205674,-0.55849838426958,-1.017969904071959,-1.0504655783669454,-1.0249658461773168,-1.0322164997261285,-0.1133467958738333,-0.22430573436592094,0.30383202370363194,0.8732197802125098,-1.0422445598497359,-1.0357081805221466,-0.08816273596432325,0.44262564298944346,0.6054382834082208,0.6213212965621274,-1.172607675971484,-1.4778895236364589,0.06176978166797452,-1.0117461755888726,-1.0210212253621034,-0.2543586830388143,-0.24628789106221827,-0.6690053349680607,0.0,26.65916633605957,-0.04099465095344216,0
"MS increased $-1.03 on January 01, 1970. Day range: $-1.02 to $-1.03. RSI indicates the stock may be oversold. Trading volume was significantly lower than previous day. Outlook: Mild bearish pressure in the short term.",1970-01-01 00:00:00.000000037,-1.020274410148959,-1.031126511186734,-1.0239164749751872,-1.0314404140668,0.030917490525402713,-1.0195150423377841,-1.050335138967183,-1.0261706275183407,-1.0324023768590536,-0.13540059754352596,-0.20820162572366824,0.18688247754606005,0.4214225846109943,-1.0448198418861603,-1.0257336126602723,-0.2494641127053806,-0.008631257782471929,-0.4345393379198686,0.36414423874707136,-1.1428497694334392,-1.5401065713788742,-0.2713224847359169,-1.0160311730583544,-1.0221687742899246,-0.5588389356037693,-0.7716436862414274,-0.5747245784008479,0.0,26.98584747314453,-0.014975230188397607,0
"MS increased $-1.04 on January 01, 1970. Day range: $-1.03 to $-1.04. RSI indicates the stock may be oversold. Trading volume was significantly lower than previous day. Outlook: Mild bearish pressure in the short term.",1970-01-01 00:00:00.000000038,-1.0339654392025055,-1.0441183988418254,-1.0282379553944887,-1.0391441375741637,-0.38083207555263127,-1.0249517538144317,-1.049671464963462,-1.0283862528253376,-1.0331574905418972,-0.1671406221403438,-0.20210626569217433,0.06890525330973667,-0.19346601122514293,-1.0464227207201686,-1.0195417153497808,-0.34913263626172747,-0.290891049832143,-1.180722704051914,-0.36096340632195667,-1.2209652314646882,-1.5897219533026883,-0.6230625618064107,-1.0311703691653868,-1.0104055334446371,0.03067831092108431,-0.4182402358625399,-0.6989770657938362,0.0,26.993436813354492,-0.007265059636690901,0
"MS decreased $-1.03 on January 01, 1970. Day range: $-1.03 to $-1.04. RSI indicates the stock may be oversold. Trading volume was significantly higher than previous day. Outlook: Mild bearish pressure in the short term.",1970-01-01 00:00:00.000000039,-1.0430927625090987,-1.0381873185818513,-1.031406995984125,-1.0263045983952246,-0.6056563622043868,-1.0251234007237422,-1.047957973798136,-1.0282673544646301,-1.0328849945004774,-0.17038659750387644,-0.1979241624922689,0.046352910452472806,0.1589154676407276,-1.0512419297016655,-1.0065924454557835,-0.5755007207108138,0.027249627212115508,-0.5583288101271926,-0.7758954305683049,-1.2068298427639814,-1.5469873570838286,-0.37180243896776827,-1.0388828913044013,-1.0238902417375098,-0.38114207063303684,0.5949732708324541,-0.585827074162713,0.0,27.09980583190918,-0.01572875931320423,0
"MS increased $-1.04 on January 01, 1970. Day range: $-1.03 to $-1.03. RSI indicates the stock may be oversold. Trading volume was significantly lower than previous day. Outlook: Mild bearish pressure in the short term.",1970-01-01 00:00:00.000000040,-1.0328244321236915,-1.0331034817005582,-1.028525939955939,-1.0382881444184924,-0.3661981938806821,-1.0303884221889843,-1.0469544142220202,-1.030027492138707,-1.0335395785629304,-0.19443433257921863,-0.1997213325120148,-0.024127234952195337,-0.39441395580473193,-1.0548704728476694,-0.9981662549701011,-0.7284578689690411,-0.5290520197290342,-1.4336400427517884,-1.1321169461831444,-1.2008786779669853,-1.59705061145646,-0.6183807651190131,-1.0260286877393774,-1.0104055334446371,-0.606005024086671,-0.6254127440257917,-0.5603031350289565,0.0,26.499622344970703,-0.026242276782319416,0
