text,Date,Open,High,Low,Close,Volume,SMA_5,SMA_30,EMA_12,EMA_26,MACD,MACD_signal,MACD_hist,RSI_14,BB_upper,BB_lower,BB_width,BB_pct,Stoch_%K,Stoch_%D,ATR_14,OBV,ROC_10,Close_lag1,Close_lag5,Volume_lag1,Return_1d,Volatility_5d,Volatility_21d,Volatility_63d,MA_ratio_3,Return_7d,MA_ratio_7,Return_14d,MA_ratio_14,MA_ratio_21,RSI_9,RSI_50,DayOfWeek,DayOfMonth,Month,Quarter,WeekOfYear,MonthEnd,Future_Close,Weekly_Return,label
"PYPL traded at $-1.04 on January 01, 1970. Day range: $-1.06 to $-1.04. RSI indicates the stock may be oversold. Outlook: Mild bearish pressure in the short term.",1970-01-01 00:00:00.000000063,-1.0649668670520855,-1.0421425445442274,-1.0612011247278441,-1.0361165344007406,-0.4266865986869927,-1.0536128889692749,-1.02147470695563,-1.0386395811074478,-1.0250517172227451,-0.29542644027950166,-0.290228571469037,-0.06963792806671318,-0.5083399636213405,-1.0204028461253771,-1.027735546307497,-0.13101764347444908,-0.5049848936661978,0.04930886344635049,-0.7901586880940837,-0.7592697629096749,-0.810947083856175,-0.13583297544194353,-1.0558368607503537,-1.0190055734239014,-0.1326058078441341,-0.23345033686444938,1.5333285265740257,0.24815585537306326,0.29817875558027523,1.8415042959145258,-0.7378466565382352,0.5024987946289052,-0.4460145591586375,-0.158618492647559,-0.3709889482779874,-0.6515485386632107,-0.9925684796942283,0.0,0.0,0.0,0.0,0.0,0.0,32.060001373291016,-0.023454170417843534,0
"PYPL remained stable $-1.04 on January 01, 1970. Day range: $-1.04 to $-1.04. RSI indicates the stock may be oversold. Trading volume was significantly higher than previous day. Outlook: Mild bearish pressure in the short term.",1970-01-01 00:00:00.000000064,-1.032967467368271,-1.0397678213346422,-1.0362859194099314,-1.0385251226430678,-0.6410176030340959,-1.052347942320014,-1.0222692715058652,-1.0386242648615143,-1.0260848042307065,-0.2765615838834127,-0.29000640656497395,-0.0009276829130398662,-0.5635253389166427,-1.022026183014689,-1.0284675067069189,-0.15209394451641442,-0.5652854206595893,-0.07077001098172041,-0.3524793522133639,-0.7771997080724912,-0.8302627897790673,-0.7522322467104741,-1.0355194930580516,-1.0418606516517395,-0.4269806297418614,-1.0655330106137328,1.0552713522927262,0.23850527069487587,0.29857669100348,0.5758376000745411,-0.6979254154349822,0.5225546006512438,-0.5126720892227419,-0.21119081580423085,-0.3898715797429602,-0.42962290441227113,-1.0148186002862987,0.0,0.0,0.0,0.0,0.0,0.0,32.630001068115234,-0.0012242761883010339,0
"PYPL increased $-1.05 on January 01, 1970. Day range: $-1.05 to $-1.04. RSI indicates the stock may be oversold. Outlook: Strong bullish trend expected in the next week.",1970-01-01 00:00:00.000000065,-1.0335684085146577,-1.041400454157082,-1.0454571604523866,-1.050718284788377,-0.4554423516013421,-1.048643435188124,-1.023219730223991,-1.0404907820554297,-1.027948766198141,-0.2766990994099437,-0.28985754107521583,-0.0019566882332040045,-0.762428633037654,-1.0245549218825998,-1.0301288216678655,-0.17364652196163044,-1.04774551148568,-0.6786535671651756,-0.25044322008008396,-0.7651531313666422,-0.853652751987145,-0.7315825891271706,-1.0379275284088927,-1.066219358730234,-0.6413341599308717,0.6519129852743265,0.3675833447707546,0.21913715966405953,0.2197258759120594,-1.0638282257590421,-1.0351087992494483,-0.010499864041236978,-0.7881206376243666,-0.6584087880753282,-0.7528261490055631,-1.0300610971475133,-1.0441583333070312,0.0,0.0,0.0,0.0,0.0,0.0,33.220001220703125,0.04268677289069755,1
"PYPL decreased $-1.04 on January 01, 1970. Day range: $-1.05 to $-1.05. RSI indicates the stock may be oversold. Outlook: Strong bullish trend expected in the next week.",1970-01-01 00:00:00.000000066,-1.0425822964748495,-1.0479160949477329,-1.0494313658759362,-1.0428905452725257,-0.5187337637658251,-1.0446076349671807,-1.0233806543498978,-1.0408635601713545,-1.029092126294479,-0.2628521635065405,-0.28683178305508494,0.03843023364555745,-0.4810931854943721,-1.026920738449714,-1.0305847018043706,-0.21825007060900178,-0.6208590596228909,-0.28840581378775626,-0.3712753470399033,-0.76400448974606,-0.8316523362396999,-0.8371160504303315,-1.0501178916135514,-1.0600544775746095,-0.4557394048393338,-0.9458072820246901,0.38148076343672077,0.23429804511135024,0.23026251351459912,0.10797287532904697,-0.013182531575540545,0.49136452003270803,-0.4504919395231953,-0.26948897747012684,-0.42531259646484976,-0.7227000814950391,-1.1810170365858748,0.0,0.0,0.0,0.0,0.0,0.0,34.04999923706055,0.05157498807465355,1
"PYPL increased $-1.05 on January 01, 1970. Day range: $-1.06 to $-1.05. RSI indicates the stock may be oversold. Trading volume was significantly lower than previous day. Outlook: Strong bullish trend expected in the next week.",1970-01-01 00:00:00.000000067,-1.0406293237124458,-1.048227776307406,-1.0560040891089386,-1.0535784259022365,-0.18633163795240323,-1.0440353930940376,-1.024134985950289,-1.0428264379599657,-1.03094617179994,-0.26490666669349766,-0.28484244560985367,0.023880563697828115,-0.5597355944876232,-1.0273063749564195,-1.0330724686060255,-0.1721413428336738,-1.05249423726581,-0.8212443677105725,-0.6397902173293233,-0.7603624579459275,-0.8609505540369782,-1.0352481656867902,-1.0422919489554856,-1.0534385565186577,-0.5190374688288705,0.48453721620180495,0.6074623026726719,0.2650193024341561,0.24563768496493305,-0.559003660059061,0.49149918820112665,-0.3665033431131775,-0.5667301407945462,-0.6835959604457329,-0.731908179366871,-0.8692208648806051,-1.3526725487911775,0.0,0.0,0.0,0.0,0.0,0.0,34.619998931884766,0.0931480533149412,1
"PYPL decreased $-1.05 on January 01, 1970. Day range: $-1.05 to $-1.05. RSI indicates the stock may be oversold. Trading volume was significantly higher than previous day. Outlook: Strong bullish trend expected in the next week.",1970-01-01 00:00:00.000000068,-1.0518966836626857,-1.048227776307406,-1.051112768327515,-1.047707606909372,-0.6708804524356478,-1.0463544734400863,-1.0254223789575425,-1.0435823953975074,-1.0322259815722514,-0.25551797307544005,-0.2812801574723141,0.04596224942599225,-0.8783643313550848,-1.0282817257561705,-1.0343630268559838,-0.1661115406930238,-0.719373283705689,-0.5285578369680238,-0.5860869359799706,-0.7788526170439032,-0.8422904791905815,-0.8162218123913331,-1.0529773761819525,-1.0331396100538,-0.1866004080896385,0.712805477501615,-0.09506552182984342,0.23095864557128068,0.10290378107464977,0.01465196897944919,0.4730672324105711,-0.12278720811998023,-0.8760477343805473,-0.32072489820993216,-0.4929592371600363,-0.2511942789758697,-1.3753960070878661,0.0,0.0,0.0,0.0,0.0,0.0,34.290000915527344,0.0695570632162894,1
"PYPL decreased $-1.04 on January 01, 1970. Day range: $-1.04 to $-1.04. RSI indicates the stock may be oversold. Trading volume was significantly higher than previous day. Outlook: Strong bullish trend expected in the next week.",1970-01-01 00:00:00.000000069,-1.0443851199140095,-1.0449625672803935,-1.0405658688255346,-1.0391272122797455,-0.9578484886443976,-1.046474936343061,-1.0266343398598583,-1.0428994534202052,-1.032772448351368,-0.23336351053431054,-0.2737797952322644,0.10124644563829888,-0.4385064500353965,-1.029739549739322,-1.0345019229548336,-0.19693085676991431,-0.2735388738611298,-0.10078686675080102,-0.5189580903695037,-0.7914596748605769,-0.8299307127966535,0.0703561864215557,-1.0471079048357226,-1.0355454621017859,-0.6712001478695968,0.7254361020042578,0.08887296417832329,0.2659629541010409,0.11696311218958033,0.874078709014132,0.5349720241537606,0.2779131232877896,-0.3716211312027511,0.09557466324260758,-0.1701385735134233,0.7490159164578287,-1.3097276433360434,0.0,0.0,0.0,0.0,0.0,0.0,34.84000015258789,0.06772905339044506,1
"PYPL decreased $-1.03 on January 01, 1970. Day range: $-1.04 to $-1.03. RSI indicates the stock may be oversold. Trading volume was significantly lower than previous day. Outlook: Strong bullish trend expected in the next week.",1970-01-01 00:00:00.000000070,-1.0382256164358012,-1.0329404991843185,-1.0368973490848952,-1.030245744119828,-0.2573295918979319,-1.0423788989260954,-1.02752948055001,-1.0409525731249234,-1.0326174883237775,-0.20102569200199683,-0.26099134477575825,0.17548265829875245,-0.5145926729948553,-1.0307727009933525,-1.0342250511873479,-0.22718523132804963,0.1867108529382869,0.3419939627699306,-0.10275894029314034,-0.7897788193145667,-0.8021912365765229,1.104013067987218,-1.0385294798358804,-1.0477247726220307,-0.9581983439548225,1.0138036383359506,-0.22544255075940786,0.2956240015412112,0.12050810729756792,0.9872872179996384,0.11918894951039626,0.8036254743802581,-0.44222959478259777,0.5374810037272829,0.1546718404365354,0.799593913553723,-1.330106160322635,0.0,0.0,0.0,0.0,0.0,0.0,34.869998931884766,0.04966880344824735,1
"PYPL decreased $-1.02 on January 01, 1970. Day range: $-1.02 to $-1.02. RSI indicates the stock may be oversold. Trading volume was significantly higher than previous day. Outlook: Mild bearish pressure in the short term.",1970-01-01 00:00:00.000000071,-1.026207022743676,-1.0183953124483764,-1.0206948125532147,-1.0177515084442281,-0.3420727957365196,-1.037349213693457,-1.0273886724194334,-1.0373793277368677,-1.031544201377012,-0.1558682561375787,-0.24128140666278092,0.27264915941601336,-0.1694885903206933,-1.030114445903682,-1.034548897468287,-0.20462335498263495,0.7799002988148295,0.9648873782568944,0.431586097155435,-0.7768917614005795,-0.7763122753129958,1.2803341030157258,-1.029650050417183,-1.039905925542086,-0.2576058238052978,0.6694012349773437,-0.12348598141314482,0.3554255773762916,0.1090895457109541,1.251017503389422,0.6312687545509562,1.4180584317706375,-0.06531797604790553,1.088111028910835,0.5857534165031746,0.8986468198778624,-1.1026134466367834,0.0,0.0,0.0,0.0,0.0,0.0,33.83000183105469,-0.006461010600153283,0
"PYPL decreased $-1.01 on January 01, 1970. Day range: $-1.01 to $-1.01. RSI indicates the stock may be oversold. Trading volume was significantly lower than previous day. Outlook: Slight upward movement may continue.",1970-01-01 00:00:00.000000072,-1.0104326901588891,-1.0145363518466335,-1.0090779402746193,-1.0091711138146016,-0.21196739167554574,-1.028464434083408,-1.0276149725709793,-1.0330332141379062,-1.0299118748977236,-0.10682545955087294,-0.21521868683498555,0.36183194817869596,0.035344423820641575,-1.0271146271051104,-1.0359852494157726,-0.10292822866846886,1.0601541773203071,1.3706515562819304,0.9580572467116537,-0.7914596748605769,-0.7475768838081546,1.3197383505473548,-1.0171586827936692,-1.0505816645703443,-0.3423579340175489,-0.4280371092057669,-1.166632312632593,0.37834472246516365,0.12167139564461374,1.0701683786365703,1.3799320893793166,1.5704894483035692,0.18529277897658383,1.4273993975111148,0.8636597562726541,0.6855376584250127,-1.0542780941852645,0.0,0.0,0.0,0.0,0.0,0.0,34.790000915527344,0.004910513832685521,1
