text,Date,Open,High,Low,Close,Volume,SMA_5,SMA_30,EMA_12,EMA_26,MACD,MACD_signal,MACD_hist,RSI_14,BB_upper,BB_lower,BB_width,BB_pct,Stoch_%K,Stoch_%D,ATR_14,OBV,ROC_10,Close_lag1,Close_lag5,Volume_lag1,Return_1d,Volatility_10d,DayOfWeek,Future_Close,Weekly_Return,label
"MS traded at $-1.01 on January 01, 1970. Day range: $-1.00 to $-1.01. RSI indicates the stock may be oversold. Outlook: Mild bearish pressure in the short term.",1970-01-01 00:00:00.000000029,-1.0062981743387054,-1.0113562770000961,-1.0043260833432768,-1.0108973651219157,-0.4288924108023303,-1.0227199981634494,-1.0469612561203705,-1.039767151277592,-1.0409011119579024,-0.24771965998870035,-0.5168922752487003,0.7426227837684498,0.5768828051764182,-1.0677983347141962,-1.0432445331617055,-0.32615219209523855,1.2430963626859348,1.0449506988527637,1.3073285746342158,-1.1288783938480282,-1.4681029703011075,1.3010307903849714,-1.007176046162074,-1.0376614037353387,-0.400192932495307,-0.20431967062256665,-0.5890985820254903,0.0,27.55565071105957,-0.013866256534619465,0
"MS remained stable $-1.01 on January 01, 1970. Day range: $-1.01 to $-1.02. RSI indicates the stock may be oversold. Trading volume was significantly higher than previous day. Outlook: Mild bearish pressure in the short term.",1970-01-01 00:00:00.000000030,-1.0148547383223265,-1.0164397653131934,-1.0083591958476579,-1.00690256326458,-0.6680170992487922,-1.015337500096309,-1.0485954349460969,-1.034884696363341,-1.0385867000433713,-0.1916525943899711,-0.4543009197884082,0.7348466435364879,0.8843422972681219,-1.0605786126172876,-1.0448627629340719,-0.20947229266505252,1.1530796502757412,1.177430048967568,1.28754279934679,-1.1406175394275102,-1.4272769350940313,1.0528405148557223,-1.0106038576767065,-1.042251959575878,-0.4292106716243468,0.1521956937421407,-0.6340526644494076,0.0,27.912731170654297,-0.004875557680159336,0
"MS surged strongly $-1.02 on January 01, 1970. Day range: $-1.02 to $-1.02. RSI indicates the stock may be oversold. Outlook: Slight upward movement may continue.",1970-01-01 00:00:00.000000031,-1.0065836471447314,-1.017852394649779,-1.0161381497672513,-1.0225957472074638,-0.482523821648321,-1.0141357274883587,-1.0495903678222083,-1.0331901460178523,-1.0376313606068948,-0.17543808239001532,-0.4007601971779962,0.6281631328129066,1.0420760167029717,-1.0571457857933415,-1.0434533852875294,-0.18255014412863918,0.6295233301470885,0.6569980264962735,1.0257011550458823,-1.1577285687623466,-1.4737800237542136,0.4870528685826436,-1.0066044932473348,-1.0270462160373597,-0.6683764863525382,-0.7924938702815658,-0.5095214561505993,0.0,27.798768997192383,0.0060491779933729214,1
"MS remained stable $-1.02 on January 01, 1970. Day range: $-1.02 to $-1.03. RSI indicates the stock may be oversold. Trading volume was significantly higher than previous day. Outlook: Mild bearish pressure in the short term.",1970-01-01 00:00:00.000000032,-1.0242680249103655,-1.028302642874761,-1.0181549717458676,-1.0237371191667024,-0.8531376640452861,-1.0143646570813467,-1.0495756787226556,-1.0319335221490018,-1.036833164222408,-0.1653287221851155,-0.3557656296292029,0.5274261080894179,0.835251507746537,-1.0543345605083707,-1.041401250961219,-0.17223709565893294,0.5253974077528187,0.6191467836063294,0.8738841225223746,-1.1733519221055144,-1.508940412447229,0.5997927633679929,-1.0223156008031462,-1.0210213680961404,-0.4828513063632209,-0.09562006841829282,-0.5627144358197861,0.0,27.396106719970703,-0.00743162545928949,0
"MS decreased $-1.01 on January 01, 1970. Day range: $-1.02 to $-1.02. RSI indicates the stock may be oversold. Trading volume was significantly lower than previous day. Outlook: Mild bearish pressure in the short term.",1970-01-01 00:00:00.000000033,-1.0259789405532536,-1.021241434604548,-1.0247808564588679,-1.0120385221874757,0.15969957253122896,-1.0152802892491095,-1.0496666342919945,-1.0290537264849322,-1.0352087627620905,-0.13779127282733417,-0.3138808120750804,0.4907702131473836,1.3886431905650138,-1.05022682331738,-1.0420131184661585,-0.11054970185828498,0.75189495996905,1.0071065824676944,0.8131566319398545,-1.1495452724623063,-1.442781967082178,0.7132259706903957,-1.0234582763543953,-1.0058153364459161,-0.8535288894362085,0.529942197164316,-0.5425262421736602,0.0,27.190980911254883,-0.025857385828235154,0
"MS increased $-1.03 on January 01, 1970. Day range: $-1.02 to $-1.03. RSI indicates the stock may be oversold. Trading volume was significantly lower than previous day. Outlook: Mild bearish pressure in the short term.",1970-01-01 00:00:00.000000034,-1.0168517190632849,-1.0288671419880353,-1.0152737941954275,-1.0254488189494293,-0.5504360178256509,-1.0181989332329158,-1.050749239751807,-1.0286992588744848,-1.034719556716849,-0.14057327383759619,-0.2809679172320957,0.38501449101824087,0.8330587878397229,-1.0480888227108296,-1.0406731274462118,-0.10001033953260455,0.3535671963458436,0.2867645831164633,0.6811528135100675,-1.1599600352014645,-1.4872065913753285,0.08657115319071639,-1.0117463180888409,-1.0092581993053755,0.1594825417406558,-0.6861887264473137,-0.6412676284445427,0.0,27.532855987548828,-0.0008272250127482359,0
"MS decreased $-1.01 on January 01, 1970. Day range: $-1.01 to $-1.02. RSI indicates the stock may be oversold. Trading volume was significantly lower than previous day. Outlook: Mild bearish pressure in the short term.",1970-01-01 00:00:00.000000035,-1.02569375865535,-1.0170049021780565,-1.013257016147058,-1.0120385221874757,-0.25407048927362913,-1.0192290732992675,-1.0507819522713966,-1.0263170421757255,-1.033251718775462,-0.12044165078865231,-0.25033224909290785,0.35817188857218524,0.7785849026196936,-1.0444098083055309,-1.0395086955600819,-0.06721532192061654,0.6170605338828615,0.8529888557850286,0.7645273627007949,-1.1540088817360998,-1.4337116494458069,0.37605820178097116,-1.0251719311160776,-1.0052412738715968,-0.5507751825395129,0.6144249957091471,-0.6058480536036561,0.0,27.213764190673828,-0.025041153289769042,0
"MS remained stable $-1.02 on January 01, 1970. Day range: $-1.00 to $-1.02. RSI indicates the stock may be oversold. Trading volume was significantly higher than previous day. Outlook: Significant downward pressure expected.",1970-01-01 00:00:00.000000036,-1.0131437064490445,-1.0195468186393783,-1.0034618036130767,-1.0163184163253292,-0.55849838426958,-1.0179700036399277,-1.0504655536138316,-1.024965880512909,-1.0322165049764769,-0.11334742808933626,-0.22430654293120234,0.30383238146616537,0.8732175175200534,-1.0422445987129443,-1.0357082046519785,-0.08816250010139647,0.4426280855658788,0.6054392614560622,0.6213160427617542,-1.1726078357955798,-1.4778895236364589,0.06177547499303342,-1.0117463180888409,-1.0210213680961404,-0.2543586830388143,-0.2462774988114511,-0.6689941926247778,0.0,26.659162521362305,-0.040994853978792226,0
"MS increased $-1.03 on January 01, 1970. Day range: $-1.02 to $-1.03. RSI indicates the stock may be oversold. Trading volume was significantly lower than previous day. Outlook: Mild bearish pressure in the short term.",1970-01-01 00:00:00.000000037,-1.0202745534471018,-1.0311266535926635,-1.023916617640536,-1.0314405561324622,0.030917490525402713,-1.0195151131679006,-1.0503351313258575,-1.0261706787096163,-1.0324023925510053,-0.13540136995573995,-0.20820243768973534,0.1868824139085504,0.4214191212224471,-1.0448198683069885,-1.0257336741982717,-0.24946325279105377,-0.008634223342720617,-0.4345510929027859,0.36413661926455004,-1.1428491691005882,-1.5401065713788742,-0.271322472512421,-1.016031100410391,-1.02216906107722,-0.5588389356037693,-0.7716538242880728,-0.5747118912269904,0.0,26.985858917236328,-0.01497467530433148,0
"MS increased $-1.04 on January 01, 1970. Day range: $-1.03 to $-1.04. RSI indicates the stock may be oversold. Trading volume was significantly lower than previous day. Outlook: Mild bearish pressure in the short term.",1970-01-01 00:00:00.000000038,-1.0339654377416776,-1.0441183976787038,-1.0282379541175217,-1.0391441363606746,-0.38083207555263127,-1.0249517958988317,-1.0496714695456,-1.028386296032076,-1.0331575050593844,-0.16714124564959204,-0.2021070486091799,0.06890558338271105,-0.19346621303147535,-1.046422727902077,-1.0195418064909862,-0.34913116166540137,-0.2908894882578682,-1.1807245232209742,-0.36096786932465424,-1.2209655978676994,-1.5897219533026883,-0.6230667780051345,-1.0311705116253866,-1.0104056762026756,0.03067831092108431,-0.41823314292459773,-0.6989714029693536,0.0,26.993452072143555,-0.007264498465723502,0
