text,Date,Open,High,Low,Close,Volume,SMA_5,SMA_30,EMA_12,EMA_26,MACD,MACD_signal,MACD_hist,RSI_14,BB_upper,BB_lower,BB_width,BB_pct,Stoch_%K,Stoch_%D,ATR_14,OBV,ROC_10,Close_lag1,Close_lag5,Volume_lag1,Return_1d,Volatility_10d,DayOfWeek,Future_Close,Weekly_Return,label
"V traded at $-1.48 on January 01, 1970. Day range: $-1.47 to $-1.48. RSI indicates the stock may be oversold. Outlook: Slight upward movement may continue.",1970-01-01 00:00:00.000000029,-1.4693776816464212,-1.4781693399790878,-1.4733391161758453,-1.4799899930267635,0.10572650898790324,-1.4879697174285684,-1.5083514082694618,-1.496750775733918,-1.5020146488160835,-0.054324473863446056,-0.24631243907337863,0.48872591719764835,0.5077372838577242,-1.4976099504286062,-1.518585904237962,0.6310474727564576,0.797146304890502,0.9610434238502373,1.0028695386761894,-0.9140757934858263,-1.5092222488834643,1.3119479561252734,-1.4749706627608683,-1.485651021536294,0.9393223927904706,-0.3564434894565313,0.0883101771002741,0.0,63.6477165222168,0.012535698464040587,1
"V remained stable $-1.48 on January 01, 1970. Day range: $-1.47 to $-1.48. RSI indicates the stock may be oversold. Trading volume was significantly lower than previous day. Outlook: Slight upward movement may continue.",1970-01-01 00:00:00.000000030,-1.4736921495260051,-1.4807301061053253,-1.4696064808081768,-1.4757783636920319,-0.33316724594374325,-1.4839610403034262,-1.5076274197640644,-1.4932956520079679,-1.499715127591309,-0.018559333644858903,-0.20051435667420198,0.4708727551595512,1.0623365348466445,-1.4928616218273627,-1.5179141736523973,0.7245995848178958,0.7963866591126928,1.11381067600501,1.193408411065345,-0.9625482359759039,-1.4906252328894343,1.3892756672209672,-1.4793208050142643,-1.49231364883211,0.1053195380363846,0.24853954674852896,0.08030526001686963,0.0,63.5218391418457,0.005907123089036287,1
"V remained stable $-1.48 on January 01, 1970. Day range: $-1.48 to $-1.48. RSI indicates the stock may be oversold. Trading volume was significantly higher than previous day. Outlook: Slight upward movement may continue.",1970-01-01 00:00:00.000000031,-1.4757643537863405,-1.4840656241992765,-1.47549629200387,-1.4817220062781544,-0.4336153123341993,-1.4805249534068066,-1.5064357645940083,-1.4912906469829807,-1.498030292844441,-0.008499788318998383,-0.16168413914357527,0.3980818487549281,1.3703798787871158,-1.489585904519367,-1.5169362419713566,0.7765345998573865,0.5293107315367849,0.898218591919126,1.0791723869016485,-0.9959997300372971,-1.508181314063641,0.7629872207187397,-1.475106842771076,-1.495407164743311,-0.33349621723225503,-0.4690427775345906,0.06923369008410446,0.0,63.6477165222168,0.01445431073557796,1
"V remained stable $-1.48 on January 01, 1970. Day range: $-1.48 to $-1.49. RSI indicates the stock may be oversold. Trading volume was significantly higher than previous day. Outlook: Slight upward movement may continue.",1970-01-01 00:00:00.000000032,-1.478482154923502,-1.4871991928916426,-1.4760099548088745,-1.4817899196487048,-0.6376735038682213,-1.4784088711852812,-1.5050557583420323,-1.4896045999523644,-1.496475337930445,-0.0042567029740092355,-0.129695491016075,0.3266103079775662,1.3084070154464231,-1.4866702301088126,-1.515730279624647,0.8145657370158981,0.4519538299887367,0.8092428707945092,1.02405724220298,-1.0095045335383184,-1.5236227574506729,0.2595916955312013,-1.4810537776635606,-1.4888684653130921,-0.4339264321148231,-0.054679004375303514,-0.06748466817396682,0.0,63.82023620605469,0.017279612265977573,1
"V decreased $-1.47 on January 01, 1970. Day range: $-1.48 to $-1.48. RSI indicates the stock may be oversold. Trading volume was significantly lower than previous day. Outlook: Mild bearish pressure in the short term.",1970-01-01 00:00:00.000000033,-1.4819815750241623,-1.4773270112625345,-1.479229143787866,-1.4685439224607366,0.252973044924385,-1.4769868977772624,-1.5036235820439194,-1.4861308399950892,-1.4940452832975912,0.028096022329240737,-0.09705563187949319,0.3334132871549705,1.1861649085948895,-1.4820066117702033,-1.5151499538673159,0.9070533706814115,0.721898697712626,1.345424770735822,1.1081507720905392,-1.0934131521909543,-1.498951619176436,-0.029039060493999857,-1.4811217286527292,-1.4721132395708354,-0.6379483586758429,0.8904807741551398,-0.3181875095466367,0.0,63.25139236450195,-0.006190387284298879,0
"V remained stable $-1.47 on January 01, 1970. Day range: $-1.47 to $-1.48. RSI indicates the stock may be oversold. Trading volume was significantly lower than previous day. Outlook: Slight upward movement may continue.",1970-01-01 00:00:00.000000034,-1.4686642978461546,-1.4762487542066298,-1.468305236512733,-1.4685099101998718,-0.37416860777573424,-1.474687151598203,-1.5025897992717279,-1.4831862482162699,-1.4917926899272245,0.0496386805418387,-0.06625007757839539,0.3142509305197375,1.167564006131767,-1.477869540165368,-1.51423871747958,0.9792203369813876,0.6223871050226039,1.2892172921057987,1.250113034440589,-1.1240843356677728,-1.4807794968286925,0.38556267349709755,-1.467868394233395,-1.4764725025445573,0.2525399054980295,-0.04747811178352178,-0.5275355445733642,0.0,64.87866973876953,0.019340100223753657,1
"V remained stable $-1.47 on January 01, 1970. Day range: $-1.47 to $-1.47. RSI indicates the stock may be oversold. Trading volume was significantly lower than previous day. Outlook: Slight upward movement may continue.",1970-01-01 00:00:00.000000035,-1.4657763499256484,-1.4745975248132663,-1.4651544861233008,-1.4703437935070882,0.25571349584374686,-1.4735984719949182,-1.5011702837531042,-1.4809780883495536,-1.4898440579383367,0.05787660434927004,-0.03981077341631057,0.26863820535875,0.8715333021272899,-1.47469248235272,-1.5118497805171935,0.9943414556019488,0.4888339858757733,1.040650608034919,1.334131640866315,-1.1506839638249506,-1.5054790341641209,0.5239535527798188,-1.4678343631324366,-1.4722497051026917,-0.374490292352212,-0.1781818119600888,-0.5869633417572352,0.0,64.18158721923828,0.010386161457311489,1
"V remained stable $-1.47 on January 01, 1970. Day range: $-1.46 to $-1.47. RSI indicates the stock may be oversold. Trading volume was significantly lower than previous day. Outlook: Slight upward movement may continue.",1970-01-01 00:00:00.000000036,-1.4744396044788255,-1.4731825590411554,-1.4648465436341596,-1.4685099101998718,-0.32462968731034664,-1.4709517604744906,-1.4996307995831923,-1.4788262275931243,-1.4879026664464332,0.06460917754759903,-0.01719245184537662,0.22872170419043125,0.5658217260897025,-1.4734651472830465,-1.5051776972881907,0.8646367772033313,0.467793188942226,0.9652038800880657,1.1960825429963313,-1.1910760298475311,-1.4867935441717637,0.6640543412957937,-1.4696692622654857,-1.4782091086287954,0.2552798693877953,0.07871977574035742,-0.620279924331914,0.0,63.82023620605469,0.002710540036069811,1
"V remained stable $-1.47 on January 01, 1970. Day range: $-1.46 to $-1.47. RSI indicates the stock may be oversold. Trading volume was significantly lower than previous day. Outlook: Slight upward movement may continue.",1970-01-01 00:00:00.000000037,-1.4678488325809171,-1.4722728010987325,-1.4622440103287813,-1.465996504158025,1.4189295091544218,-1.4677879464605437,-1.4980934411368245,-1.4766169875944852,-1.485917177443973,0.07175534932978103,0.002459197602444552,0.19772989293682866,-0.031648306370950896,-1.4761565420050429,-1.4923331335433254,0.5040639159766641,0.5123171529229935,1.117243892800084,1.1336431210294242,-1.2294800902875591,-1.45003969763217,0.5465700764792253,-1.4678343631324366,-1.4782772020873207,-0.3249601758833694,0.12601422225682113,-0.63426666811686,0.0,63.90883255004883,0.0013882171120158813,1
"V increased $-1.47 on January 01, 1970. Day range: $-1.46 to $-1.47. RSI indicates the stock may be oversold. Trading volume was significantly lower than previous day. Outlook: Mild bearish pressure in the short term.",1970-01-01 00:00:00.000000038,-1.4669315769279643,-1.4733172884402284,-1.4646752875797389,-1.474283880510798,-0.02887179193613916,-1.4689378028503137,-1.4962392488356584,-1.4760284045912127,-1.4846983327232364,0.05260435703056425,0.014007941078001372,0.11308159946966426,0.2819931462985836,-1.481781245502383,-1.4777505246798681,0.04081527164777559,0.21117834796958443,0.3748972231428715,0.8919240139291806,-1.2600675359287696,-1.47179010169003,-0.1486192452636537,-1.4653195648630826,-1.464996080080919,1.4182891573668315,-0.6281891773931542,-0.796833966063704,0.0,62.792137145996094,-0.007260792234569105,0
"V fell sharply $-1.45 on January 01, 1970. Day range: $-1.45 to $-1.46. RSI indicates the stock may be oversold. Trading volume was significantly lower than previous day. Outlook: Mild bearish pressure in the short term.",1970-01-01 00:00:00.000000039,-1.455924371187921,-1.4595025325633748,-1.4539567856962627,-1.4505763899030133,0.9430396668113902,-1.4653452726045233,-1.493309431064967,-1.471866494849318,-1.4817973814430385,0.09168646679631881,0.03176205997954615,0.17790703887756737,1.2366121905663503,-1.480591418999546,-1.4705506011887632,-0.09593708767924282,1.1164828261325985,1.3454247707003422,1.0299731117862825,-1.2259398873229104,-1.4399678613534816,0.6204662342403913,-1.4736115317647478,-1.464961977628695,-0.029254842241726066,1.6194377294675955,-0.3721857914563827,0.0,63.27705383300781,-0.024686324676670143,0
"V increased $-1.46 on January 01, 1970. Day range: $-1.46 to $-1.46. RSI indicates the stock may be oversold. Trading volume was significantly lower than previous day. Outlook: Significant downward pressure expected.",1970-01-01 00:00:00.000000040,-1.4493337810354916,-1.4582897194011264,-1.4571758776519763,-1.460732050852995,0.19299933057373495,-1.4634198014405806,-1.4909293149238783,-1.4699143871777314,-1.4798705609469673,0.09273860911907386,0.046194593556050094,0.14320757052230143,0.8905224905753907,-1.4832877966237321,-1.4603418229220837,-0.38759843259926285,0.6844563304320694,0.5422033271636904,0.8211896564913651,-1.2179617513394443,-1.4640174970962605,0.2248141092051635,-1.4498909090883667,-1.4668007239007212,0.9424838895863541,-0.7470047172379698,-0.2663809729735632,0.0,61.82695770263672,-0.03668699417729214,0
"V remained stable $-1.47 on January 01, 1970. Day range: $-1.46 to $-1.47. RSI indicates the stock may be oversold. Trading volume was significantly lower than previous day. Outlook: Significant downward pressure expected.",1970-01-01 00:00:00.000000041,-1.461224206654671,-1.4700826909593103,-1.4614563571504473,-1.465996504158025,-0.014115517754959884,-1.4629163036846564,-1.4889422012791942,-1.4690761995506914,-1.4784800427222453,0.0760019180454771,0.054094066975733344,0.07495892055818738,0.5143218055272768,-1.4853239626616916,-1.4529858409344927,-0.5985265601206654,0.3760767323912089,-0.11427182843987674,0.6435840910478976,-1.2108335995000994,-1.4859208191759203,0.24613309874965797,-1.4600521954686583,-1.464961977628695,0.19257684960277116,-0.41516739994398094,-0.27413688432362476,0.0,61.722049713134766,-0.03287650779206713,0
"V remained stable $-1.46 on January 01, 1970. Day range: $-1.46 to $-1.47. RSI indicates the stock may be oversold. Trading volume was significantly higher than previous day. Outlook: Mild bearish pressure in the short term.",1970-01-01 00:00:00.000000042,-1.461733710681142,-1.4701162492350424,-1.4563196670953502,-1.464705761088442,-0.34750191229117455,-1.4626577357381372,-1.486961852150894,-1.4681674857698488,-1.4770960288418062,0.061626320374171484,0.05728152210761514,0.02573407354481435,0.06895263273774165,-1.4851200261151973,-1.4497445972341625,-0.6658955872326203,0.39212176146217526,-0.0010631739428723324,0.15470657110381772,-1.2415225438949398,-1.467472352117353,0.28347521255511365,-1.4653195648630826,-1.4624419067106886,-0.014501190527602736,0.04021578925938372,-0.2762155556893292,0.0,62.84806823730469,-0.016598086217791973,0
