near_holiday,macd_signal,future_close,macd_hist,rsi_14,volume,stoch_%k,quarter,weekly_return,bb_width,year,is_month_end,month,stoch_%d,volume_lag1,obv,atr_14,macd,fiscal_quarter,day_of_week,close_lag5,label,text
1.0,,26.39765167236328,,0.1258146110299847,0.4833651246813794,1.3418404919894322,1.0,-0.0311469388346564,,1970.0,0.0,1.0,1.2626174705590458,,,,-0.0708947383303686,2.0,3.0,-1.2836183449669971,0,"GOOG stock data for 29. Close: -1.26, Weekly return: -0.0311"
1.0,,26.60509490966797,,0.5515575284545993,0.1113740336912072,0.9092063524911362,1.0,-0.0124346837846999,,1970.0,0.0,1.0,1.2682387417751126,,,,-0.0619456855897281,2.0,3.0,-1.2872133832065669,0,"GOOG stock data for 30. Close: -1.27, Weekly return: -0.0124"
0.9934643926183284,,26.990981974053245,,0.82708245571835,-0.103004231951935,0.6841430618239965,0.9956176884852698,0.0071701114730202,,1970.0220848587603,-0.0019879705571886,0.9987986782545634,1.0597768837751784,,,,-0.0587724696331168,1.983681561713396,3.011094186144168,-1.2727129135968145,1,"GOOG stock data for 31. Close: -1.28, Weekly return: 0.0077"
1.0,,27.5673828125,,0.879054447021305,-0.7123487523277667,0.7065741673684391,1.0,0.0232283649639253,,1970.0,0.0,1.0,0.8340381684980112,,,,-0.0619650960994774,2.0,3.0,-1.2779819878671814,1,"GOOG stock data for 32. Close: -1.27, Weekly return: 0.0232"
1.0,,27.71229553222656,,-0.1004734109731189,-0.1149523801641725,0.2188849103135604,1.0,0.0360886157658751,,1970.0,0.0,1.0,0.584490078313884,,,,-0.0715796198025286,2.0,3.0,-1.2700886906831867,1,"GOOG stock data for 33. Close: -1.28, Weekly return: 0.0361"
1.0,,28.35448455810547,,-0.1516475723018415,-0.0971883439380453,-0.7199750986989364,1.0,0.0741290517061739,,1970.0,0.0,1.0,0.0740157369101717,,,,-0.098699733014035,2.0,3.0,-1.263193431660825,1,"GOOG stock data for 34. Close: -1.28, Weekly return: 0.0741"
1.0,,28.468629837036133,,-0.0042668072970955,-0.6914267249971943,-0.2291598978393806,1.0,0.0700442878965629,,1970.0,0.0,1.0,-0.2642479104658187,,,,-0.1115986167411853,2.0,3.0,-1.2701907261158176,1,"GOOG stock data for 35. Close: -1.28, Weekly return: 0.07"
1.0,,28.455228805541992,,0.6265203548138939,0.3858605500290367,0.6632343710729889,1.0,0.0542408384214895,,1970.0,0.0,1.0,-0.1036175830098478,,,,-0.1043438626537475,2.0,3.0,-1.273751723487004,1,"GOOG stock data for 36. Close: -1.27, Weekly return: 0.0542"
1.0,,28.552499771118164,,0.819401383695808,1.022995671321617,1.3302455954169692,1.0,0.0357348742649403,,1970.0,0.0,1.0,0.6375279579119274,,,,-0.0719513260592173,2.0,3.0,-1.2701567288336937,1,"GOOG stock data for 37. Close: -1.26, Weekly return: 0.0357"
1.0,,28.17309188842773,,0.806368819895,1.1524754062011262,0.8539804811617459,1.0,0.0166278667050628,,1970.0,0.0,1.0,1.0290783233886422,,,,-0.0416308300180463,2.0,3.0,-1.2746023529202486,1,"GOOG stock data for 38. Close: -1.25, Weekly return: 0.0166"
1.0,,28.23091125488281,,1.263713618331594,0.7843002676042853,1.343757991251075,1.0,-0.0043581572773584,,1970.0,0.0,1.0,1.2750845450770956,,,,0.0113936077105953,2.0,3.0,-1.2825863095232404,0,"GOOG stock data for 39. Close: -1.24, Weekly return: -0.0044"
1.0,,27.5440616607666,,1.1310785451841638,0.2267741318475918,1.2789362189102451,1.0,-0.0324767360270608,,1970.0,0.0,1.0,1.2565364367126772,,,,0.0554023410793748,2.0,3.0,-1.2778458679799083,0,"GOOG stock data for 40. Close: -1.24, Weekly return: -0.0325"
1.0,,27.35398292541504,,1.1718273086155089,0.4525742029168283,1.145946033635853,1.0,-0.038701002464351,,1970.0,0.0,1.0,1.3620806680922448,,,,0.0855176249031447,2.0,3.0,-1.2690226143710466,0,"GOOG stock data for 41. Close: -1.24, Weekly return: -0.0387"
1.0,,27.568872451782227,,1.060635931138944,-0.1867978424106536,1.228906032219519,1.0,-0.0344497794316037,,1970.0,0.0,1.0,1.320562202520872,,,,0.1098956366608951,2.0,3.0,-1.2558559028670386,0,"GOOG stock data for 42. Close: -1.24, Weekly return: -0.0344"
1.0,,27.16241836547852,,0.460993942939483,0.1669029351796622,0.709563422143542,1.0,-0.0358737169122839,,1970.0,0.0,1.0,1.1147365025574971,,,,0.1058499183420194,2.0,3.0,-1.2525443932431308,0,"GOOG stock data for 43. Close: -1.24, Weekly return: -0.0359"
0.9914052336518164,,27.523343282210675,,0.8408893761445309,-0.6068490563294899,0.7882300719946965,0.9842612043790626,-0.0208986119069167,,1969.994081596585,-0.0056760970890161,0.9883921486697564,0.97116696644146,,,,0.0792106595853607,1.9937694672627215,3.000002305934194,-1.2343649912098371,0,"GOOG stock data for 44. Close: -1.24, Weekly return: -0.0252"
1.0077116451251895,,27.325952011529537,,0.2532675706161019,0.3339598910732793,-0.1519217980522073,0.990747028760078,-0.022415113341299,,1969.986746615139,-0.0057417752309339,0.9890547245222396,0.4865571854313089,,,,0.0619908437316904,1.995546397642148,3.0003886328216405,-1.2423580676161097,0,"GOOG stock data for 45. Close: -1.26, Weekly return: -0.0075"
1.0,,27.766889572143555,,0.0028421942820184,0.3790181594215888,-0.4116525730832512,1.0,0.0150949369184871,,1970.0,0.0,1.0,0.0812829403410128,,,,0.0133961368868069,2.0,3.0,-1.2355670658618805,1,"GOOG stock data for 46. Close: -1.26, Weekly return: 0.0151"
1.0,,27.69194793701172,,0.3160506009882249,-0.1867978424106536,-0.1175066351808893,1.0,0.0044642915826445,,1970.0,0.0,1.0,-0.2463095508526198,,,,-0.0151967969836955,2.0,3.0,-1.233344253818603,1,"GOOG stock data for 47. Close: -1.26, Weekly return: 0.0045"
1.0,,27.80956649780273,,0.264016254532264,0.2251951691015762,-0.6738707374767018,1.0,0.0238251293981502,,1970.0,0.0,1.0,-0.435155698941278,,,,-0.060660338438833,2.0,3.0,-1.2420143888991295,1,"GOOG stock data for 48. Close: -1.27, Weekly return: 0.0238"
1.0,,27.732643127441406,,0.3530141974596923,0.1430860225253019,-0.4547718305265099,1.0,0.0077544997542973,,1970.0,0.0,1.0,-0.4507431161757479,,,,-0.0809525353485589,2.0,3.0,-1.2406931150397642,1,"GOOG stock data for 49. Close: -1.26, Weekly return: 0.0078"
1.0,,28.29741096496582,,-0.0500496245100039,0.3590171991605599,-1.103952763372804,1.0,0.0351280887888584,,1970.0,0.0,1.0,-0.8073389457697187,,,,-0.1080334599721105,2.0,3.0,-1.2563888320574608,1,"GOOG stock data for 50. Close: -1.26, Weekly return: 0.0351"
1.0,,27.73140525817871,,-0.1568148133453402,0.7907479339283329,-0.439288499019269,1.0,-0.0012779362222999,,1970.0,0.0,1.0,-0.7225385237901978,,,,-0.1097638562740352,2.0,3.0,-1.2607324642976436,0,"GOOG stock data for 51. Close: -1.25, Weekly return: -0.0013"
1.0,,27.552000045776367,,-0.3323647767691249,-0.4391780273428813,-0.5904971285438914,1.0,-0.0050537395041214,,1970.0,0.0,1.0,-0.7716026073323056,,,,-0.1166552364683443,2.0,3.0,-1.2558218619986554,0,"GOOG stock data for 52. Close: -1.25, Weekly return: -0.0051"
1.0,,27.21303939819336,,-0.8279759745004079,1.4236723129317674,-0.3531798969064843,1.0,-0.021450427846709,,1970.0,0.0,1.0,-0.5002015997122375,,,,-0.1179575190015844,2.0,3.0,-1.2651100502336914,0,"GOOG stock data for 53. Close: -1.25, Weekly return: -0.0215"
1.0,,27.39616775512696,,-1.0153855317511171,0.1467704220283046,-0.5083870443124555,1.0,-0.0121328273965171,,1970.0,0.0,1.0,-0.5251804124201591,,,,-0.1245184331539637,2.0,3.0,-1.2569559328750437,0,"GOOG stock data for 54. Close: -1.25, Weekly return: -0.0121"
1.0,,27.1961669921875,,-0.4442896480975304,1.3795912686233067,0.6311366738639764,1.0,-0.038916774900069,,1970.0,0.0,1.0,-0.0835652985485603,,,,-0.103286429841916,2.0,3.0,-1.2611180283459364,0,"GOOG stock data for 55. Close: -1.24, Weekly return: -0.0389"
